delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,key_resp.keys,key_resp.rt,sound_1.started,sound_1.stopped,text.started,textbox.started,button.started,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
0.4,1000,exp,3,4,40,7,271.3614076001104,272.3613670000341,272.3613670000341,272.3613670000341,space,1.1366467999760062,273.9279646099079,274.22789380000904,274.22789380000904,274.22789380000904,274.22789380000904,899,41,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288, 2.1001943999435753, 2.7488412000238895, 1.7331679998897016, 2.649714299943298, 2.8327079999726266]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722, 2.1002011001110077, 2.7488480999600142, 1.733170900028199, 2.6497212001122534, 2.8327142999041826]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.1,1000,exp,3,5,41,9,277.06043240008876,278.0605876999907,278.0605876999907,278.0605876999907,space,0.8826049000490457,279.05967070986514,,279.36721859988756,279.36721859988756,279.36721859988756,655,42,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288, 2.1001943999435753, 2.7488412000238895, 1.7331679998897016, 2.649714299943298, 2.8327079999726266, 1.915822499897331]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722, 2.1002011001110077, 2.7488480999600142, 1.733170900028199, 2.6497212001122534, 2.8327142999041826, 1.9158277998212725]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.7,400,unexp,3,6,42,2,281.2652900000103,282.2762132000644,282.2762132000644,282.2762132000644,space,1.7552416000980884,284.7589134099893,,285.059230200015,285.059230200015,285.059230200015,989,43,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288, 2.1001943999435753, 2.7488412000238895, 1.7331679998897016, 2.649714299943298, 2.8327079999726266, 1.915822499897331, 6.408703000051901]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722, 2.1002011001110077, 2.7488480999600142, 1.733170900028199, 2.6497212001122534, 2.8327142999041826, 1.9158277998212725, 6.408714100020006]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.7,1000,exp,3,7,43,11,291.46500100009143,292.4577822999563,292.4577822999563,292.4742276999168,space,0.43574480013921857,293.62374381008556,,293.92411389993504,293.92411389993504,293.92411389993504,022,44,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288, 2.1001943999435753, 2.7488412000238895, 1.7331679998897016, 2.649714299943298, 2.8327079999726266, 1.915822499897331, 6.408703000051901, 2.6770138998981565]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722, 2.1002011001110077, 2.7488480999600142, 1.733170900028199, 2.6497212001122534, 2.8327142999041826, 1.9158277998212725, 6.408714100020006, 2.6770223998464644]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.1,1000,exp,3,8,44,6,296.595360300038,297.58960249996744,297.58960249996744,297.6063252000604,space,0.3969436001498252,298.1063467099797,,298.4063748999033,298.4063748999033,298.4063748999033,788,45,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288, 2.1001943999435753, 2.7488412000238895, 1.7331679998897016, 2.649714299943298, 2.8327079999726266, 1.915822499897331, 6.408703000051901, 2.6770138998981565, 1.7535091999452561]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722, 2.1002011001110077, 2.7488480999600142, 1.733170900028199, 2.6497212001122534, 2.8327142999041826, 1.9158277998212725, 6.408714100020006, 2.6770223998464644, 1.7535119000822306]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.1,1000,exp,3,9,45,3,300.1558487000875,301.155969500076,301.155969500076,301.155969500076,space,0.4184300003107637,301.705747509934,,302.00564679992385,302.00564679992385,302.00564679992385,899,46,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288, 2.1001943999435753, 2.7488412000238895, 1.7331679998897016, 2.649714299943298, 2.8327079999726266, 1.915822499897331, 6.408703000051901, 2.6770138998981565, 1.7535091999452561, 2.966174300061539]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722, 2.1002011001110077, 2.7488480999600142, 1.733170900028199, 2.6497212001122534, 2.8327142999041826, 1.9158277998212725, 6.408714100020006, 2.6770223998464644, 1.7535119000822306, 2.966181500116363]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.7,1000,exp,3,10,46,8,304.971557199955,305.97121009998955,305.97121009998955,305.97121009998955,space,0.327706600073725,307.0210003099404,,307.3263232000172,307.3263232000172,307.3263232000172,788,47,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288, 2.1001943999435753, 2.7488412000238895, 1.7331679998897016, 2.649714299943298, 2.8327079999726266, 1.915822499897331, 6.408703000051901, 2.6770138998981565, 1.7535091999452561, 2.966174300061539, 1.8834369000978768]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722, 2.1002011001110077, 2.7488480999600142, 1.733170900028199, 2.6497212001122534, 2.8327142999041826, 1.9158277998212725, 6.408714100020006, 2.6770223998464644, 1.7535119000822306, 2.966181500116363, 1.8834440000355244]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.4,1000,exp,3,11,47,4,309.19981370004825,310.2036723999772,310.2036723999772,310.2036723999772,space,0.5290129000786692,311.1532954099588,,311.4539946001023,311.4539946001023,311.4539946001023,566,48,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288, 2.1001943999435753, 2.7488412000238895, 1.7331679998897016, 2.649714299943298, 2.8327079999726266, 1.915822499897331, 6.408703000051901, 2.6770138998981565, 1.7535091999452561, 2.966174300061539, 1.8834369000978768, 1.7156114999670535]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722, 2.1002011001110077, 2.7488480999600142, 1.733170900028199, 2.6497212001122534, 2.8327142999041826, 1.9158277998212725, 6.408714100020006, 2.6770223998464644, 1.7535119000822306, 2.966181500116363, 1.8834440000355244, 1.7156177998986095]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.4,1000,exp,4,0,48,10,313.16990049998276,314.170157100074,314.170157100074,314.170157100074,space,2.192720000166446,316.7855560100637,317.08637359994464,317.08637359994464,317.08637359994464,317.08637359994464,788,49,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288, 2.1001943999435753, 2.7488412000238895, 1.7331679998897016, 2.649714299943298, 2.8327079999726266, 1.915822499897331, 6.408703000051901, 2.6770138998981565, 1.7535091999452561, 2.966174300061539, 1.8834369000978768, 1.7156114999670535, 2.7883536000736058]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722, 2.1002011001110077, 2.7488480999600142, 1.733170900028199, 2.6497212001122534, 2.8327142999041826, 1.9158277998212725, 6.408714100020006, 2.6770223998464644, 1.7535119000822306, 2.966181500116363, 1.8834440000355244, 1.7156177998986095, 2.788361500017345]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.1,1000,exp,4,1,49,9,319.86730689997785,320.8685882000718,320.8685882000718,320.8685882000718,space,0.36817490006797016,321.36817980986086,321.6854715999216,321.6854715999216,321.6854715999216,321.6854715999216,499,50,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288, 2.1001943999435753, 2.7488412000238895, 1.7331679998897016, 2.649714299943298, 2.8327079999726266, 1.915822499897331, 6.408703000051901, 2.6770138998981565, 1.7535091999452561, 2.966174300061539, 1.8834369000978768, 1.7156114999670535, 2.7883536000736058, 2.0445910999551415]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722, 2.1002011001110077, 2.7488480999600142, 1.733170900028199, 2.6497212001122534, 2.8327142999041826, 1.9158277998212725, 6.408714100020006, 2.6770223998464644, 1.7535119000822306, 2.966181500116363, 1.8834440000355244, 1.7156177998986095, 2.788361500017345, 2.044597700005397]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.7,400,unexp,4,2,50,2,323.7178694999311,324.71756440005265,324.71756440005265,324.71756440005265,space,0.5969924002420157,326.03381570996714,326.3413998000324,326.3413998000324,326.3413998000324,326.3413998000324,488,51,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288, 2.1001943999435753, 2.7488412000238895, 1.7331679998897016, 2.649714299943298, 2.8327079999726266, 1.915822499897331, 6.408703000051901, 2.6770138998981565, 1.7535091999452561, 2.966174300061539, 1.8834369000978768, 1.7156114999670535, 2.7883536000736058, 2.0445910999551415, 1.4329639000352472]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722, 2.1002011001110077, 2.7488480999600142, 1.733170900028199, 2.6497212001122534, 2.8327142999041826, 1.9158277998212725, 6.408714100020006, 2.6770223998464644, 1.7535119000822306, 2.966181500116363, 1.8834440000355244, 1.7156177998986095, 2.788361500017345, 2.044597700005397, 1.4329754998907447]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.7,1000,exp,4,3,51,5,327.7673289999366,328.7668234000448,328.7668234000448,328.7668234000448,space,0.5531081003136933,330.05002390998413,330.35001470008865,330.35001470008865,330.35001470008865,330.35001470008865,877,52,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288, 2.1001943999435753, 2.7488412000238895, 1.7331679998897016, 2.649714299943298, 2.8327079999726266, 1.915822499897331, 6.408703000051901, 2.6770138998981565, 1.7535091999452561, 2.966174300061539, 1.8834369000978768, 1.7156114999670535, 2.7883536000736058, 2.0445910999551415, 1.4329639000352472, 2.798939700005576]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722, 2.1002011001110077, 2.7488480999600142, 1.733170900028199, 2.6497212001122534, 2.8327142999041826, 1.9158277998212725, 6.408714100020006, 2.6770223998464644, 1.7535119000822306, 2.966181500116363, 1.8834440000355244, 1.7156177998986095, 2.788361500017345, 2.044597700005397, 1.4329754998907447, 2.79894239990972]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
0.7,1000,exp,4,4,52,8,333.1493375999853,334.1490746999625,334.1490746999625,334.1490746999625,space,0.5739567000418901,335.4490178100299,,335.7493712999858,335.7493712999858,335.7493712999858,933,53,"[3.3309612998273224, 4.631848699878901, 2.0869653997942805, 2.801935800118372, 11.952212899923325, 5.5300185000523925, 5.123816299950704, 2.311259899986908, 4.2535249998327345, 2.8420034998562187, 2.800177700119093, 3.1584111999254674, 2.1489011000376195, 6.398924299981445, 2.3335402000229806, 5.219970700098202, 3.73915549996309, 3.0002062001731247, 1.8662810998503119, 2.298795700073242, 1.7444667997770011, 2.3927494999952614, 1.4669447999913245, 1.713814000133425, 2.8161700000055134, 1.4242588998749852, 1.6129151000641286, 3.8506360000465065, 1.8916502001229674, 1.9333065999671817, 3.5223394001368433, 3.5999215999618173, 6.7099870999809355, 1.8047766999807209, 2.200122300069779, 1.5492269999813288, 2.1001943999435753, 2.7488412000238895, 1.7331679998897016, 2.649714299943298, 2.8327079999726266, 1.915822499897331, 6.408703000051901, 2.6770138998981565, 1.7535091999452561, 2.966174300061539, 1.8834369000978768, 1.7156114999670535, 2.7883536000736058, 2.0445910999551415, 1.4329639000352472, 2.798939700005576, 1.6326846000738442]","[3.3309747998137027, 4.631852000020444, 2.086968099931255, 2.8019467000849545, 11.952224700013176, 5.5300247999839485, 5.123825999908149, 2.3112669000402093, 4.253537899814546, 2.8420155998319387, 2.80018649995327, 3.15842380002141, 2.148905700072646, 6.398934199940413, 2.3335470999591053, 5.219978800043464, 3.7391639000270516, 3.0002127999905497, 1.8662874998990446, 2.2988027001265436, 1.7444741998333484, 2.3927678000181913, 1.4669514000415802, 1.7138203999493271, 2.8161778999492526, 1.4242686999496073, 1.6129233001265675, 3.8506467000115663, 1.8916583000682294, 1.9333132999017835, 3.522350599989295, 3.599928200012073, 6.709998999955133, 1.804784899810329, 2.200129200005904, 1.549234800040722, 2.1002011001110077, 2.7488480999600142, 1.733170900028199, 2.6497212001122534, 2.8327142999041826, 1.9158277998212725, 6.408714100020006, 2.6770223998464644, 1.7535119000822306, 2.966181500116363, 1.8834440000355244, 1.7156177998986095, 2.788361500017345, 2.044597700005397, 1.4329754998907447, 2.79894239990972, 1.6326874000951648]",670502,001,2022-11-04_15h22.52.666,untitled,2022.2.2,60.02058712031989,
